年,週,就診類別,年齡別,縣市,腸病毒健保就診人次,健保就診總人次
2012,37,門診,15+,金門縣,0,12225
2012,37,門診,15+,南投縣,14,81820
2012,37,門診,15+,屏東縣,2,141822
2012,37,門診,15+,苗栗縣,5,81313
2012,37,門診,15+,桃園市,29,319400
2012,37,門診,15+,高雄市,44,521839
2012,37,門診,15+,基隆市,11,71993
2012,37,門診,15+,連江縣,0,1148
2012,37,門診,15+,雲林縣,4,121019
2012,37,門診,15+,新北市,45,568873
2012,37,門診,15+,新竹市,3,83940
2012,37,門診,15+,新竹縣,3,58066
2012,37,門診,15+,嘉義市,17,84124
2012,37,門診,15+,嘉義縣,5,70496
2012,37,門診,15+,彰化縣,17,208562
2012,37,門診,15+,澎湖縣,0,24612
2012,37,門診,3-4,台中市,259,23009
2012,37,門診,3-4,台北市,122,15041
2012,37,門診,3-4,台東縣,1,765
2012,37,門診,3-4,台南市,163,14384
2012,37,門診,3-4,宜蘭縣,24,2846
2012,37,門診,3-4,花蓮縣,17,2075
2012,37,門診,3-4,金門縣,2,865
2012,37,門診,3-4,南投縣,43,3557
2012,37,門診,3-4,屏東縣,30,4749
2012,37,門診,3-4,苗栗縣,34,3665
2012,37,門診,3-4,桃園市,210,17213
2012,37,門診,3-4,高雄市,124,18824
2012,37,門診,3-4,基隆市,29,2459
2012,37,門診,3-4,連江縣,0,28
2012,37,門診,3-4,雲林縣,62,5636
2012,37,門診,3-4,新北市,208,30799
2012,37,門診,3-4,新竹市,43,4985
2012,37,門診,3-4,新竹縣,41,4549
2012,37,門診,3-4,嘉義市,38,3323
2012,37,門診,3-4,嘉義縣,3,1875
2012,37,門診,3-4,彰化縣,121,10138
2012,37,門診,3-4,澎湖縣,0,619
2012,37,門診,5-9,台中市,307,38729
2012,37,門診,5-9,台北市,129,26402
2012,37,門診,5-9,台東縣,3,1399
2012,37,門診,5-9,台南市,137,22648
2012,37,門診,5-9,宜蘭縣,13,5082
2012,37,門診,5-9,花蓮縣,12,3114
2012,37,門診,5-9,金門縣,4,1271
2012,37,門診,5-9,南投縣,48,6250
2012,37,門診,5-9,屏東縣,31,8370
2012,37,門診,5-9,苗栗縣,49,5884
2012,37,門診,5-9,桃園市,264,27906
2012,37,門診,5-9,高雄市,174,32558
2012,37,門診,5-9,基隆市,33,4231
2012,37,門診,5-9,連江縣,1,49
2012,37,門診,5-9,雲林縣,69,9241
2012,37,門診,5-9,新北市,265,49788
2012,37,門診,5-9,新竹市,40,7821
2012,37,門診,5-9,新竹縣,32,7367
2012,37,門診,5-9,嘉義市,17,5615
2012,37,門診,5-9,嘉義縣,12,3639
2012,37,門診,5-9,彰化縣,121,16327
2012,37,門診,5-9,澎湖縣,3,1194
2012,38,住院,0-2,台中市,6,153
2012,38,住院,0-2,台北市,3,215
2012,38,住院,0-2,台東縣,0,9
2012,38,住院,0-2,台南市,2,44
2012,38,住院,0-2,宜蘭縣,3,82
2012,38,住院,0-2,花蓮縣,0,21
2012,38,住院,0-2,金門縣,1,11
2012,38,住院,0-2,南投縣,2,37
2012,38,住院,0-2,屏東縣,0,21
2012,38,住院,0-2,苗栗縣,0,2
2012,38,住院,0-2,桃園市,9,191
2012,38,住院,0-2,高雄市,7,136
2012,38,住院,0-2,基隆市,0,26
2012,38,住院,0-2,雲林縣,0,4
2012,38,住院,0-2,新北市,3,108
2012,38,住院,0-2,新竹市,1,67
2012,38,住院,0-2,新竹縣,0,7
2012,38,住院,0-2,嘉義市,2,17
2012,38,住院,0-2,嘉義縣,3,21
2012,38,住院,0-2,彰化縣,10,123
2012,38,住院,10-14,台中市,0,37
2012,38,住院,10-14,台北市,0,96
2012,38,住院,10-14,台東縣,1,4
2012,38,住院,10-14,台南市,1,15
2012,38,住院,10-14,宜蘭縣,0,19
2012,38,住院,10-14,花蓮縣,0,7
2012,38,住院,10-14,金門縣,0,1
2012,38,住院,10-14,南投縣,0,5
2012,38,住院,10-14,屏東縣,0,13
2012,38,住院,10-14,苗栗縣,0,7
2012,38,住院,10-14,桃園市,0,42
2012,38,住院,10-14,高雄市,0,47
2012,38,住院,10-14,基隆市,0,5
2012,38,住院,10-14,雲林縣,0,2
2012,38,住院,10-14,新北市,1,26
2012,38,住院,10-14,新竹市,0,4
2012,38,住院,10-14,新竹縣,0,2
2012,38,住院,10-14,嘉義市,0,4
2012,38,住院,10-14,嘉義縣,1,15
2012,38,住院,10-14,彰化縣,0,32
2012,38,住院,10-14,澎湖縣,0,2
2012,38,住院,15+,台中市,0,4191
2012,38,住院,15+,台北市,1,7515
2012,38,住院,15+,台東縣,0,231
2012,38,住院,15+,台南市,0,2076
2012,38,住院,15+,宜蘭縣,0,955
2012,38,住院,15+,花蓮縣,0,794
2012,38,住院,15+,金門縣,0,47
2012,38,住院,15+,南投縣,0,404
2012,38,住院,15+,屏東縣,0,909
2012,38,住院,15+,苗栗縣,0,472
2012,38,住院,15+,桃園市,0,3917
2012,38,住院,15+,高雄市,0,4620
2012,38,住院,15+,基隆市,0,639
2012,38,住院,15+,連江縣,0,6
2012,38,住院,15+,雲林縣,0,635
2012,38,住院,15+,新北市,0,3917
2012,38,住院,15+,新竹市,0,862
2012,38,住院,15+,新竹縣,0,241
2012,38,住院,15+,嘉義市,0,540
2012,38,住院,15+,嘉義縣,0,1074
2012,38,住院,15+,彰化縣,0,2145
2012,38,住院,15+,澎湖縣,0,18
2012,38,住院,3-4,台中市,6,70
2012,38,住院,3-4,台北市,0,97
2012,38,住院,3-4,台東縣,1,11
2012,38,住院,3-4,台南市,1,24
2012,38,住院,3-4,宜蘭縣,1,40
2012,38,住院,3-4,花蓮縣,1,11
2012,38,住院,3-4,金門縣,0,2
2012,38,住院,3-4,南投縣,1,7
2012,38,住院,3-4,屏東縣,0,9
2012,38,住院,3-4,苗栗縣,0,9
2012,38,住院,3-4,桃園市,5,67
2012,38,住院,3-4,高雄市,1,61
2012,38,住院,3-4,基隆市,0,12
2012,38,住院,3-4,雲林縣,0,1
2012,38,住院,3-4,新北市,2,49
2012,38,住院,3-4,新竹市,0,28
2012,38,住院,3-4,新竹縣,0,7
2012,38,住院,3-4,嘉義市,1,7
2012,38,住院,3-4,嘉義縣,1,13
2012,38,住院,3-4,彰化縣,7,40
2012,38,住院,5-9,台中市,1,64
2012,38,住院,5-9,台北市,1,123
2012,38,住院,5-9,台東縣,0,4
2012,38,住院,5-9,台南市,0,11
2012,38,住院,5-9,宜蘭縣,0,47
2012,38,住院,5-9,花蓮縣,1,11
2012,38,住院,5-9,金門縣,1,7
2012,38,住院,5-9,南投縣,1,12
2012,38,住院,5-9,屏東縣,0,15
2012,38,住院,5-9,苗栗縣,1,6
2012,38,住院,5-9,桃園市,6,94
2012,38,住院,5-9,高雄市,5,93
2012,38,住院,5-9,基隆市,0,16
2012,38,住院,5-9,雲林縣,0,2
2012,38,住院,5-9,新北市,0,46
2012,38,住院,5-9,新竹市,0,22
2012,38,住院,5-9,新竹縣,0,8
2012,38,住院,5-9,嘉義市,0,8
2012,38,住院,5-9,嘉義縣,1,19
2012,38,住院,5-9,彰化縣,1,53
2012,38,住院,5-9,澎湖縣,0,1
2012,38,門診,0-2,台中市,247,26274
2012,38,門診,0-2,台北市,118,16816
2012,38,門診,0-2,台東縣,4,986
2012,38,門診,0-2,台南市,122,15031
2012,38,門診,0-2,宜蘭縣,23,3300
2012,38,門診,0-2,花蓮縣,20,2451
2012,38,門診,0-2,金門縣,3,860
2012,38,門診,0-2,南投縣,38,4285
2012,38,門診,0-2,屏東縣,29,5941
2012,38,門診,0-2,苗栗縣,46,4088
2012,38,門診,0-2,桃園市,195,19512
2012,38,門診,0-2,高雄市,130,21450
2012,38,門診,0-2,基隆市,32,2603
2012,38,門診,0-2,連江縣,0,34
2012,38,門診,0-2,雲林縣,68,6032
2012,38,門診,0-2,新北市,205,32630
2012,38,門診,0-2,新竹市,47,5778
2012,38,門診,0-2,新竹縣,40,4645
2012,38,門診,0-2,嘉義市,21,3666
2012,38,門診,0-2,嘉義縣,13,1854
2012,38,門診,0-2,彰化縣,132,11391
2012,38,門診,0-2,澎湖縣,8,649
2012,38,門診,10-14,台中市,73,29155
2012,38,門診,10-14,台北市,69,22143
2012,38,門診,10-14,台東縣,1,1371
2012,38,門診,10-14,台南市,38,17276
2012,38,門診,10-14,宜蘭縣,7,4608
2012,38,門診,10-14,花蓮縣,3,2565
2012,38,門診,10-14,金門縣,0,888
2012,38,門診,10-14,南投縣,13,5321
2012,38,門診,10-14,屏東縣,7,8314
2012,38,門診,10-14,苗栗縣,16,4799
2012,38,門診,10-14,桃園市,44,20572
2012,38,門診,10-14,高雄市,37,25680
2012,38,門診,10-14,基隆市,13,3662
2012,38,門診,10-14,連江縣,0,30
2012,38,門診,10-14,雲林縣,20,7894
2012,38,門診,10-14,新北市,62,37118
2012,38,門診,10-14,新竹市,8,4574
2012,38,門診,10-14,新竹縣,13,4655
2012,38,門診,10-14,嘉義市,3,4770
2012,38,門診,10-14,嘉義縣,4,3832
2012,38,門診,10-14,彰化縣,38,13376
2012,38,門診,10-14,澎湖縣,1,1068
2012,38,門診,15+,台中市,69,505408
2012,38,門診,15+,台北市,45,545663
2012,38,門診,15+,台東縣,0,30246
2012,38,門診,15+,台南市,53,353480
2012,38,門診,15+,宜蘭縣,0,72885
2012,38,門診,15+,花蓮縣,3,61283
2012,38,門診,15+,金門縣,0,12644
2012,38,門診,15+,南投縣,6,83826
2012,38,門診,15+,屏東縣,6,145295
2012,38,門診,15+,苗栗縣,7,81963
2012,38,門診,15+,桃園市,46,334593
2012,38,門診,15+,高雄市,41,532111
2012,38,門診,15+,基隆市,13,72839
2012,38,門診,15+,連江縣,0,932
2012,38,門診,15+,雲林縣,2,124210
2012,38,門診,15+,新北市,53,593252
2012,38,門診,15+,新竹市,8,88117
2012,38,門診,15+,新竹縣,6,60208
2012,38,門診,15+,嘉義市,12,85606
2012,38,門診,15+,嘉義縣,4,72877
2012,38,門診,15+,彰化縣,20,216037
2012,38,門診,15+,澎湖縣,0,24646
2012,38,門診,3-4,台中市,202,24217
2012,38,門診,3-4,台北市,89,15683
2012,38,門診,3-4,台東縣,1,882
2012,38,門診,3-4,台南市,117,14517
2012,38,門診,3-4,宜蘭縣,22,3135
2012,38,門診,3-4,花蓮縣,19,2137
2012,38,門診,3-4,金門縣,3,734
2012,38,門診,3-4,南投縣,43,3806
2012,38,門診,3-4,屏東縣,34,5115
2012,38,門診,3-4,苗栗縣,21,3904
2012,38,門診,3-4,桃園市,202,17693
2012,38,門診,3-4,高雄市,133,19342
2012,38,門診,3-4,基隆市,29,2553
2012,38,門診,3-4,連江縣,0,25
2012,38,門診,3-4,雲林縣,57,5963
2012,38,門診,3-4,新北市,196,32080
2012,38,門診,3-4,新竹市,37,5011
2012,38,門診,3-4,新竹縣,41,4858
2012,38,門診,3-4,嘉義市,24,3385
2012,38,門診,3-4,嘉義縣,5,1891
2012,38,門診,3-4,彰化縣,124,10333
2012,38,門診,3-4,澎湖縣,1,588
2012,38,門診,5-9,台中市,227,42806
2012,38,門診,5-9,台北市,121,29487
2012,38,門診,5-9,台東縣,3,1734
2012,38,門診,5-9,台南市,127,24424
2012,38,門診,5-9,宜蘭縣,12,5552
2012,38,門診,5-9,花蓮縣,16,3454
2012,38,門診,5-9,金門縣,6,1302
2012,38,門診,5-9,南投縣,60,6786
2012,38,門診,5-9,屏東縣,44,9650
2012,38,門診,5-9,苗栗縣,35,6696
2012,38,門診,5-9,桃園市,269,31355
2012,38,門診,5-9,高雄市,173,35872
2012,38,門診,5-9,基隆市,25,4524
2012,38,門診,5-9,連江縣,1,56
2012,38,門診,5-9,雲林縣,76,10261
2012,38,門診,5-9,新北市,246,55948
2012,38,門診,5-9,新竹市,34,8638
2012,38,門診,5-9,新竹縣,41,8224
2012,38,門診,5-9,嘉義市,14,6143
2012,38,門診,5-9,嘉義縣,18,4229
2012,38,門診,5-9,彰化縣,140,17727
2012,38,門診,5-9,澎湖縣,2,1234
2012,39,住院,0-2,台中市,4,123
2012,39,住院,0-2,台北市,6,228
2012,39,住院,0-2,台東縣,0,8
2012,39,住院,0-2,台南市,1,29
2012,39,住院,0-2,宜蘭縣,3,72
2012,39,住院,0-2,花蓮縣,0,23
2012,39,住院,0-2,金門縣,0,9
2012,39,住院,0-2,南投縣,2,14
2012,39,住院,0-2,屏東縣,1,23
2012,39,住院,0-2,苗栗縣,0,1
2012,39,住院,0-2,桃園市,9,186
2012,39,住院,0-2,高雄市,6,139
2012,39,住院,0-2,基隆市,1,19
2012,39,住院,0-2,雲林縣,0,3
2012,39,住院,0-2,新北市,4,117
2012,39,住院,0-2,新竹市,2,45
2012,39,住院,0-2,新竹縣,0,11
2012,39,住院,0-2,嘉義市,1,17
2012,39,住院,0-2,嘉義縣,5,29
2012,39,住院,0-2,彰化縣,5,119
2012,39,住院,10-14,台中市,0,33
2012,39,住院,10-14,台北市,1,64
2012,39,住院,10-14,台東縣,0,5
2012,39,住院,10-14,台南市,0,19
2012,39,住院,10-14,宜蘭縣,0,9
2012,39,住院,10-14,花蓮縣,0,2
2012,39,住院,10-14,南投縣,0,3
2012,39,住院,10-14,屏東縣,0,17
2012,39,住院,10-14,苗栗縣,0,7
2012,39,住院,10-14,桃園市,0,53
2012,39,住院,10-14,高雄市,0,56
2012,39,住院,10-14,基隆市,0,7
2012,39,住院,10-14,雲林縣,0,4
2012,39,住院,10-14,新北市,0,23
2012,39,住院,10-14,新竹市,0,11
2012,39,住院,10-14,新竹縣,0,4
2012,39,住院,10-14,嘉義市,0,3
2012,39,住院,10-14,嘉義縣,0,8
2012,39,住院,10-14,彰化縣,0,21
2012,39,住院,10-14,澎湖縣,0,1
2012,39,住院,15+,台中市,0,3654
2012,39,住院,15+,台北市,0,7374
2012,39,住院,15+,台東縣,0,219
2012,39,住院,15+,台南市,0,2132
2012,39,住院,15+,宜蘭縣,0,926
2012,39,住院,15+,花蓮縣,0,769
2012,39,住院,15+,金門縣,0,47
2012,39,住院,15+,南投縣,0,376
2012,39,住院,15+,屏東縣,0,768
2012,39,住院,15+,苗栗縣,0,450
2012,39,住院,15+,桃園市,0,3795
2012,39,住院,15+,高雄市,0,4481
2012,39,住院,15+,基隆市,0,618
2012,39,住院,15+,連江縣,0,4
2012,39,住院,15+,雲林縣,0,546
2012,39,住院,15+,新北市,0,3675
2012,39,住院,15+,新竹市,0,853
2012,39,住院,15+,新竹縣,0,240
2012,39,住院,15+,嘉義市,0,505
2012,39,住院,15+,嘉義縣,0,1019
2012,39,住院,15+,彰化縣,0,1985
2012,39,住院,15+,澎湖縣,0,15
2012,39,住院,3-4,台中市,4,78
2012,39,住院,3-4,台北市,1,99
2012,39,住院,3-4,台東縣,0,3
2012,39,住院,3-4,台南市,0,19
2012,39,住院,3-4,宜蘭縣,1,40
2012,39,住院,3-4,花蓮縣,0,9
2012,39,住院,3-4,金門縣,1,7
2012,39,住院,3-4,南投縣,0,9
2012,39,住院,3-4,屏東縣,0,10
2012,39,住院,3-4,苗栗縣,1,5
2012,39,住院,3-4,桃園市,3,85
2012,39,住院,3-4,高雄市,1,73
2012,39,住院,3-4,基隆市,0,7
2012,39,住院,3-4,雲林縣,0,7
2012,39,住院,3-4,新北市,2,38
2012,39,住院,3-4,新竹市,0,25
2012,39,住院,3-4,新竹縣,0,8
2012,39,住院,3-4,嘉義市,2,10
2012,39,住院,3-4,嘉義縣,0,6
2012,39,住院,3-4,彰化縣,3,57
2012,39,住院,5-9,台中市,2,64
2012,39,住院,5-9,台北市,5,107
2012,39,住院,5-9,台東縣,0,2
2012,39,住院,5-9,台南市,0,24
2012,39,住院,5-9,宜蘭縣,1,18
2012,39,住院,5-9,花蓮縣,0,12
2012,39,住院,5-9,金門縣,0,1
2012,39,住院,5-9,南投縣,0,9
2012,39,住院,5-9,屏東縣,0,18
2012,39,住院,5-9,苗栗縣,0,6
2012,39,住院,5-9,桃園市,0,86
2012,39,住院,5-9,高雄市,1,73
2012,39,住院,5-9,基隆市,1,11
2012,39,住院,5-9,雲林縣,0,2
2012,39,住院,5-9,新北市,0,43
2012,39,住院,5-9,新竹市,0,25
2012,39,住院,5-9,新竹縣,0,8
2012,39,住院,5-9,嘉義市,0,3
2012,39,住院,5-9,嘉義縣,0,12
2012,39,住院,5-9,彰化縣,0,70
2012,39,門診,0-2,台中市,262,26307
2012,39,門診,0-2,台北市,113,16362
2012,39,門診,0-2,台東縣,5,973
2012,39,門診,0-2,台南市,92,15022
2012,39,門診,0-2,宜蘭縣,13,3155
2012,39,門診,0-2,花蓮縣,27,2395
2012,39,門診,0-2,金門縣,3,793
2012,39,門診,0-2,南投縣,40,4175
2012,39,門診,0-2,屏東縣,23,5888
2012,39,門診,0-2,苗栗縣,28,4101
2012,39,門診,0-2,桃園市,209,19091
2012,39,門診,0-2,高雄市,123,21029
2012,39,門診,0-2,基隆市,33,2521
2012,39,門診,0-2,連江縣,0,31
2012,39,門診,0-2,雲林縣,63,6012
2012,39,門診,0-2,新北市,237,32296
2012,39,門診,0-2,新竹市,38,5614
2012,39,門診,0-2,新竹縣,39,4716
2012,39,門診,0-2,嘉義市,19,3687
2012,39,門診,0-2,嘉義縣,13,1942
2012,39,門診,0-2,彰化縣,93,11386
2012,39,門診,0-2,澎湖縣,10,646
2012,39,門診,10-14,台中市,69,30309
2012,39,門診,10-14,台北市,52,21249
2012,39,門診,10-14,台東縣,0,1333
2012,39,門診,10-14,台南市,25,16483
2012,39,門診,10-14,宜蘭縣,1,4347
2012,39,門診,10-14,花蓮縣,4,2397
2012,39,門診,10-14,金門縣,3,781
2012,39,門診,10-14,南投縣,9,4987
2012,39,門診,10-14,屏東縣,5,8039
2012,39,門診,10-14,苗栗縣,5,4614
2012,39,門診,10-14,桃園市,42,20076
2012,39,門診,10-14,高雄市,49,24357
2012,39,門診,10-14,基隆市,8,3282
2012,39,門診,10-14,連江縣,0,37
2012,39,門診,10-14,雲林縣,15,7987
2012,39,門診,10-14,新北市,35,35180
2012,39,門診,10-14,新竹市,8,4697
2012,39,門診,10-14,新竹縣,7,4533
2012,39,門診,10-14,嘉義市,7,4661
2012,39,門診,10-14,嘉義縣,8,3778
2012,39,門診,10-14,彰化縣,32,13698
2012,39,門診,10-14,澎湖縣,0,931
2012,39,門診,15+,台中市,59,488990
2012,39,門診,15+,台北市,40,528520
2012,39,門診,15+,台東縣,0,28554
2012,39,門診,15+,台南市,54,339271
2012,39,門診,15+,宜蘭縣,1,69109
2012,39,門診,15+,花蓮縣,1,58844
2012,39,門診,15+,金門縣,0,11580
2012,39,門診,15+,南投縣,7,79156
2012,39,門診,15+,屏東縣,10,137185
2012,39,門診,15+,苗栗縣,2,80055
2012,39,門診,15+,桃園市,21,317827
2012,39,門診,15+,高雄市,34,514415
2012,39,門診,15+,基隆市,3,68504
2012,39,門診,15+,連江縣,0,1232
2012,39,門診,15+,雲林縣,4,119195
2012,39,門診,15+,新北市,46,562868
2012,39,門診,15+,新竹市,15,83248
2012,39,門診,15+,新竹縣,10,58542
2012,39,門診,15+,嘉義市,8,84086
2012,39,門診,15+,嘉義縣,7,70645
2012,39,門診,15+,彰化縣,12,206423
2012,39,門診,15+,澎湖縣,0,23786
2012,39,門診,3-4,台中市,183,23317
2012,39,門診,3-4,台北市,78,14619
2012,39,門診,3-4,台東縣,5,744
2012,39,門診,3-4,台南市,112,13727
2012,39,門診,3-4,宜蘭縣,20,3035
2012,39,門診,3-4,花蓮縣,25,1826
2012,39,門診,3-4,金門縣,4,654
2012,39,門診,3-4,南投縣,26,3631
2012,39,門診,3-4,屏東縣,26,4845
2012,39,門診,3-4,苗栗縣,17,3648
2012,39,門診,3-4,桃園市,153,16562
2012,39,門診,3-4,高雄市,101,18606
2012,39,門診,3-4,基隆市,20,2292
2012,39,門診,3-4,連江縣,0,30
2012,39,門診,3-4,雲林縣,43,5646
2012,39,門診,3-4,新北市,210,30056
2012,39,門診,3-4,新竹市,35,4951
2012,39,門診,3-4,新竹縣,39,4501
2012,39,門診,3-4,嘉義市,17,3215
2012,39,門診,3-4,嘉義縣,8,1894
2012,39,門診,3-4,彰化縣,80,10070
2012,39,門診,3-4,澎湖縣,9,565
2012,39,門診,5-9,台中市,217,43362
2012,39,門診,5-9,台北市,100,27614
2012,39,門診,5-9,台東縣,0,1446
2012,39,門診,5-9,台南市,105,22871
2012,39,門診,5-9,宜蘭縣,14,5233
2012,39,門診,5-9,花蓮縣,20,3084
2012,39,門診,5-9,金門縣,7,1195
2012,39,門診,5-9,南投縣,51,6130
2012,39,門診,5-9,屏東縣,20,9102
2012,39,門診,5-9,苗栗縣,29,6357
2012,39,門診,5-9,桃園市,189,29808
2012,39,門診,5-9,高雄市,143,33592
2012,39,門診,5-9,基隆市,33,4266
2012,39,門診,5-9,連江縣,0,32
2012,39,門診,5-9,雲林縣,58,9951
2012,39,門診,5-9,新北市,212,52718
2012,39,門診,5-9,新竹市,38,8323
2012,39,門診,5-9,新竹縣,32,8031
2012,39,門診,5-9,嘉義市,16,6377
2012,39,門診,5-9,嘉義縣,10,4270
2012,39,門診,5-9,彰化縣,91,17284
2012,39,門診,5-9,澎湖縣,3,1046
2012,40,住院,0-2,台中市,10,159
2012,40,住院,0-2,台北市,7,221
2012,40,住院,0-2,台東縣,2,7
2012,40,住院,0-2,台南市,0,30
2012,40,住院,0-2,宜蘭縣,2,80
2012,40,住院,0-2,花蓮縣,2,28
2012,40,住院,0-2,金門縣,0,2
2012,40,住院,0-2,南投縣,2,25
2012,40,住院,0-2,屏東縣,1,24
2012,40,住院,0-2,苗栗縣,0,7
2012,40,住院,0-2,桃園市,6,176
2012,40,住院,0-2,高雄市,3,123
2012,40,住院,0-2,基隆市,0,26
2012,40,住院,0-2,雲林縣,0,2
2012,40,住院,0-2,新北市,11,120
2012,40,住院,0-2,新竹市,2,56
2012,40,住院,0-2,新竹縣,2,12
2012,40,住院,0-2,嘉義市,0,13
2012,40,住院,0-2,嘉義縣,0,19
2012,40,住院,0-2,彰化縣,11,121
2012,40,住院,10-14,台中市,0,46
2012,40,住院,10-14,台北市,0,85
2012,40,住院,10-14,台東縣,0,7
2012,40,住院,10-14,台南市,0,19
2012,40,住院,10-14,宜蘭縣,1,24
2012,40,住院,10-14,花蓮縣,1,12
2012,40,住院,10-14,金門縣,0,1
2012,40,住院,10-14,南投縣,0,9
2012,40,住院,10-14,屏東縣,0,12
2012,40,住院,10-14,苗栗縣,0,12
2012,40,住院,10-14,桃園市,0,44
2012,40,住院,10-14,高雄市,0,62
2012,40,住院,10-14,基隆市,1,8
2012,40,住院,10-14,雲林縣,0,5
2012,40,住院,10-14,新北市,0,26
2012,40,住院,10-14,新竹市,0,10
2012,40,住院,10-14,新竹縣,0,4
2012,40,住院,10-14,嘉義市,0,4
2012,40,住院,10-14,嘉義縣,0,16
2012,40,住院,10-14,彰化縣,0,35
2012,40,住院,10-14,澎湖縣,0,2
2012,40,住院,15+,台中市,0,4376
2012,40,住院,15+,台北市,0,7715
2012,40,住院,15+,台東縣,0,243
2012,40,住院,15+,台南市,0,2139
2012,40,住院,15+,宜蘭縣,0,1016
2012,40,住院,15+,花蓮縣,0,859
2012,40,住院,15+,金門縣,0,52
2012,40,住院,15+,南投縣,0,409
2012,40,住院,15+,屏東縣,0,936
2012,40,住院,15+,苗栗縣,0,505
2012,40,住院,15+,桃園市,1,3875
2012,40,住院,15+,高雄市,0,4822
2012,40,住院,15+,基隆市,0,695
2012,40,住院,15+,連江縣,0,9
2012,40,住院,15+,雲林縣,0,583
2012,40,住院,15+,新北市,2,3912
2012,40,住院,15+,新竹市,0,897
2012,40,住院,15+,新竹縣,0,223
2012,40,住院,15+,嘉義市,0,563
2012,40,住院,15+,嘉義縣,0,1104
2012,40,住院,15+,彰化縣,0,2184
2012,40,住院,15+,澎湖縣,0,15
2012,40,住院,3-4,台中市,1,72
2012,40,住院,3-4,台北市,3,100
2012,40,住院,3-4,台東縣,0,3
2012,40,住院,3-4,台南市,1,17
2012,40,住院,3-4,宜蘭縣,0,43
2012,40,住院,3-4,花蓮縣,1,8
2012,40,住院,3-4,金門縣,0,3
2012,40,住院,3-4,南投縣,0,6
2012,40,住院,3-4,屏東縣,1,15
2012,40,住院,3-4,苗栗縣,3,6
2012,40,住院,3-4,桃園市,2,63
2012,40,住院,3-4,高雄市,3,60
2012,40,住院,3-4,基隆市,0,7
2012,40,住院,3-4,雲林縣,0,2
2012,40,住院,3-4,新北市,3,52
2012,40,住院,3-4,新竹市,0,21
2012,40,住院,3-4,新竹縣,0,2
2012,40,住院,3-4,嘉義市,0,12
2012,40,住院,3-4,嘉義縣,0,17
2012,40,住院,3-4,彰化縣,3,53
2012,40,住院,5-9,台中市,1,72
2012,40,住院,5-9,台北市,2,93
2012,40,住院,5-9,台東縣,0,1
2012,40,住院,5-9,台南市,0,18
2012,40,住院,5-9,宜蘭縣,2,38
2012,40,住院,5-9,花蓮縣,1,14
2012,40,住院,5-9,金門縣,0,1
2012,40,住院,5-9,南投縣,2,13
2012,40,住院,5-9,屏東縣,0,19
2012,40,住院,5-9,苗栗縣,1,9
2012,40,住院,5-9,桃園市,0,97
2012,40,住院,5-9,高雄市,1,86
2012,40,住院,5-9,基隆市,0,13
2012,40,住院,5-9,連江縣,0,3
2012,40,住院,5-9,雲林縣,0,3
2012,40,住院,5-9,新北市,1,50
2012,40,住院,5-9,新竹市,1,26
2012,40,住院,5-9,新竹縣,0,12
2012,40,住院,5-9,嘉義市,1,8
2012,40,住院,5-9,嘉義縣,1,13
2012,40,住院,5-9,彰化縣,4,45
2012,40,門診,0-2,台中市,220,29964
2012,40,門診,0-2,台北市,94,18668
2012,40,門診,0-2,台東縣,11,988
2012,40,門診,0-2,台南市,127,16745
2012,40,門診,0-2,宜蘭縣,27,3980
2012,40,門診,0-2,花蓮縣,20,2701
2012,40,門診,0-2,金門縣,2,891
2012,40,門診,0-2,南投縣,44,5011
2012,40,門診,0-2,屏東縣,29,6438
2012,40,門診,0-2,苗栗縣,19,4709
2012,40,門診,0-2,桃園市,177,21919
2012,40,門診,0-2,高雄市,106,23358
2012,40,門診,0-2,基隆市,27,3067
2012,40,門診,0-2,連江縣,0,48
2012,40,門診,0-2,雲林縣,45,6555
2012,40,門診,0-2,新北市,223,37831
2012,40,門診,0-2,新竹市,60,6432
2012,40,門診,0-2,新竹縣,40,5511
2012,40,門診,0-2,嘉義市,24,4106
2012,40,門診,0-2,嘉義縣,10,2145
2012,40,門診,0-2,彰化縣,84,12983
2012,40,門診,0-2,澎湖縣,12,641
2012,40,門診,10-14,台中市,53,35124
2012,40,門診,10-14,台北市,47,23244
2012,40,門診,10-14,台東縣,1,1509
2012,40,門診,10-14,台南市,15,18421
2012,40,門診,10-14,宜蘭縣,2,4589
2012,40,門診,10-14,花蓮縣,10,2787
2012,40,門診,10-14,金門縣,2,697
2012,40,門診,10-14,南投縣,14,5677
2012,40,門診,10-14,屏東縣,2,9042
2012,40,門診,10-14,苗栗縣,5,5271
2012,40,門診,10-14,桃園市,33,22457
2012,40,門診,10-14,高雄市,33,27170
2012,40,門診,10-14,基隆市,3,3659
2012,40,門診,10-14,連江縣,0,46
2012,40,門診,10-14,雲林縣,5,8802
2012,40,門診,10-14,新北市,44,40431
2012,40,門診,10-14,新竹市,13,5435
2012,40,門診,10-14,新竹縣,8,4921
2012,40,門診,10-14,嘉義市,5,5255
2012,40,門診,10-14,嘉義縣,6,4136
2012,40,門診,10-14,彰化縣,19,15723
2012,40,門診,10-14,澎湖縣,3,1065
2012,40,門診,15+,台中市,69,536748
2012,40,門診,15+,台北市,56,567645
2012,40,門診,15+,台東縣,0,30644
2012,40,門診,15+,台南市,31,360927
2012,40,門診,15+,宜蘭縣,2,77715
